adult,backdrop_path,genre_ids,id,title,original_language,original_title,overview,popularity,poster_path,release_date,softcore,video,vote_average,vote_count,genres,cast,director,keywords
False,/lcITbesmy0IBO6TXTAgQHJE6Asx.jpg,"[18, 9648, 53]",619979,Deep Water,en,Deep Water,A well-to-do husband who allows his wife to have affairs in order to avoid a divorce becomes a prime suspect in the disappearance of her lovers.,12.4035,/6yRMyWwjuhKg6IU66uiZIGhaSc8.jpg,2022-03-17,False,False,5.831,1661,,,,
False,,[],458376,Neo Chinpira 2: Zoom Goes the Bullet,ja,ネオ チンピラ 続 鉄砲玉ぴゅ～,"In the sequel to 1990's classic Neo Chinpira, Junko (Sho Aikawa) attempts to take out Kazama and then goes on the run. However, he quickly begins to feel homesick, and returns home to find that almost everything has changed. Noriko is now a bar mama with a lavish lifestyle, Yumeko is nowhere to be found, and his boss (Toru Minegishi) seems to have sinister plans involving Junko and his uncle (Jo Shishido).",13.4983,/rNxItOXexbqwpXBSOGbrH6VHsS0.jpg,1991-04-12,False,False,0.0,0,,,,
False,/iQSXJs6RbTumcwxMjCedDoK99rx.jpg,"[53, 80, 18, 10770]",1659087,180,en,180,"When an unexpected road rage incident puts his son in critical condition, an enraged father spirals down a dark path of emotional turmoil and vengeance.",12.7989,/9ISjrhA38HpSSGtfiCk8lpziC3K.jpg,2026-04-16,False,False,5.855,124,,,,
False,/rvRGFevvZK48onX0PYI1eQLbuJd.jpg,[37],33,Unforgiven,en,Unforgiven,"William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.",13.612,/54roTwbX9fltg85zjsmrooXAs12.jpg,1992-08-07,False,False,7.912,4986,,,,
False,/r7K6Xt0RX4Mw0cAbZVw5cyb1Tux.jpg,"[28, 12, 14]",566525,Shang-Chi and the Legend of the Ten Rings,en,Shang-Chi and the Legend of the Ten Rings,Shang-Chi must confront the past he thought he left behind when he is drawn into the web of the mysterious Ten Rings organization.,12.5774,/9f2Q0U3IOsLgrI2HkvldwSABZy5.jpg,2021-09-01,False,False,7.494,10461,,,,
False,/irpJXGiVr539uuspcQcNdkhS2lq.jpg,"[16, 28, 35, 10751, 878]",38055,Megamind,en,Megamind,"After Megamind, a highly intelligent alien supervillain, defeats his long-time nemesis Metro Man, Megamind creates a new hero to fight, but must act to save the city when his ""creation"" becomes an even worse villain than he was.",12.4178,/uZ9ytt3sPTx62XTfN56ILSuYWRe.jpg,2010-10-28,False,False,7.03,7515,,,,
False,/msnknPOg9dx86b0YozXOFP8PgBI.jpg,"[10751, 16, 12, 35]",270946,Penguins of Madagascar,en,Penguins of Madagascar,"Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.",13.5556,/dXbpNrPDZDMEbujFoOxmMNQVMHa.jpg,2014-11-22,False,False,6.538,4499,,,,
False,/1UZmLDty9197D9514C3Icu6R5hB.jpg,"[27, 18]",1709914,Left Behind,en,Left Behind,A deaf man searches for understanding.,16.9473,/8fMeklAPc8BLbk4Ly0hQuKhYc4.jpg,2026-06-04,False,False,10.0,1,,,,
False,/bQlw59HncOXX9alFlOYKHAvSnm.jpg,"[35, 14, 80, 10749]",854,The Mask,en,The Mask,"Timid bank clerk Stanley Ipkiss discovers a magical mask infused with the spirit of the Norse god Loki. Donning it transforms him into an unrestrained, green-faced, cartoon-like wild man. While the mask grants him the confidence to woo a local singer, it also makes him the target of a ruthless mobster.",13.9672,/jPC2eYub74zwf2tPGVtzSlBW6Oy.jpg,1994-07-29,False,False,6.991,11336,,,,
False,/ugiV9SpJburMOPeIyjBJyAnO1So.jpg,"[12, 14, 10751]",32657,Percy Jackson & the Olympians: The Lightning Thief,en,Percy Jackson & the Olympians: The Lightning Thief,"Accident prone teenager, Percy discovers he's actually a demi-God, the son of Poseidon, and he is needed when Zeus' lightning is stolen. Percy must master his new found skills in order to prevent a war between the Gods that could devastate the entire world.",13.1216,/brzpTyZ5bnM7s53C1KSk1TmrMO6.jpg,2010-02-01,False,False,6.213,7851,,,,
False,/gU5cR9LKtDD8YvzE7T7GvmzCEAA.jpg,"[28, 12, 14]",10196,The Last Airbender,en,The Last Airbender,"A century has passed since the Fire Nation declared war on the other three nations of air, water, and earth in its attempt for global domination. Aang, the long-lost Avatar, is found by Water Tribe siblings Katara and Sokka and must learn to master water, earth, and fire bending to defeat the Fire Nation and restore balance to the world.",14.8918,/kl9JJ8288bNsY8oqT1SpQh1w2mb.jpg,2010-06-30,False,False,4.647,4282,,,,
False,/4F48Y5Q3baP7b5yQTsZplOyQIVf.jpg,"[878, 18]",1704025,Umano,pt,Umano,,14.206,/tyEIqT37EEYT14FVoL1J2BUA1VL.jpg,2026-04-22,False,False,10.0,1,,,,
False,/4F48Y5Q3baP7b5yQTsZplOyQIVf.jpg,"[878, 18]",1704025,Umano,pt,Umano,,14.206,/tyEIqT37EEYT14FVoL1J2BUA1VL.jpg,2026-04-22,False,False,10.0,1,,,,
False,/f133nWlU6yUkZqqwcCXCbTEJWHr.jpg,"[12, 28]",87,Indiana Jones and the Temple of Doom,en,Indiana Jones and the Temple of Doom,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.",14.5841,/gpdVNUaa4LhRMLfJOPj1AZdhAZ3.jpg,1984-05-23,False,False,7.309,10166,,,,
False,/xUWf5xX0AnZgAnYXAMk03zTbsef.jpg,"[35, 10749, 18]",508,Love Actually,en,Love Actually,Eight very different couples deal with their love lives in various loosely interrelated tales all set during a frantic month before Christmas in London.,14.1724,/7QPeVsr9rcFU9Gl90yg0gTOTpVv.jpg,2003-09-07,False,False,7.098,7421,,,,
False,/c4FyrpbvhSwYWtQqWC4Gjmdmle1.jpg,"[35, 18]",915523,Wildflower,en,Wildflower,The story of Bea Johnson from birth to graduation as she navigates life with an intellectually disabled parent and an extended family who can't quite agree on the best way to help.,13.0026,/jsNulf9CgHSSRSCgdhNsLynUTvm.jpg,2023-03-17,False,False,7.358,120,,,,
False,/jovIEk4cAxWmA2dBcPrfhn3jzYN.jpg,"[27, 53, 9648]",82507,Sinister,en,Sinister,"True-crime writer Ellison Oswalt is in a slump; he hasn't had a best seller in more than 10 years and is becoming increasingly desperate for a hit. So, when he discovers the existence of a snuff film showing the deaths of a family, he vows to solve the mystery. He moves his own family into the victims' home and gets to work. However, when old film footage and other clues hint at the presence of a supernatural force, Ellison learns that living in the house may be fatal.",13.5175,/nzx10sca3arCeYBAomHan4Q6wa1.jpg,2012-10-04,False,False,6.876,6069,,,,
False,/7uyKHL9wDWGaq3ql8QO93ownxaN.jpg,"[28, 12, 18, 53]",1279264,LAJJPAL -  The Endless Journey,pa,Lajj Pal,"""Lajjpal"" is a compelling narrative following the journey of an ordinary individual seeking divine empowerment to combat the malevolence of evil forces. Fueled by a deep sense of purpose, our protagonist embarks on a transformative quest, delving into the realms of spirituality and courage. As he navigates through trials and tribulations, he discovers the latent strength within himself, bestowed by the benevolence of the divine. With newfound powers, he confronts the darkness that threatens to engulf humanity, embodying the timeless struggle between good and evil. ""Lajjpal"" is a poignant tale of resilience, faith, and the triumph of righteousness over adversity.",16.7093,/z4vATprs4F19iajvRqgK58Q8JQb.jpg,2025-08-15,False,False,0.0,0,,,,
False,/4rsomWxlqnHt3muGYK06auhOib6.jpg,"[10749, 18, 35]",818647,Through My Window,es,A través de mi ventana,"Raquel's longtime crush on her next-door neighbor turns into something more when he starts developing feelings for her, despite his family's objections.",13.3379,/jmkpZvMVIRrMFevxzOubSBfG0s0.jpg,2022-02-04,False,False,7.353,3353,,,,
False,/h0BZHoel88oviWWCf9yGRRJPpbT.jpg,"[18, 10749]",175983,Finishing School,en,Finishing School,"Virginia, who studies at a boarding school for upper-class girls, falls in love with a medical intern who works as a waiter for a living. Both the director of the school and her mother oppose such a relationship.",12.5916,/6mTMbv2A60vQtFY0YqEX9olS78o.jpg,1934-05-04,False,False,6.2,18,,,,
False,/cKZTdEyaU74CbuhdlnkV681DGHk.jpg,"[18, 53]",52462,The Pet,en,The Pet,"A young woman in dire financial straights accepts an offer to be a wealthy aristocrat's human ""pet"" for six months. Then ruthless modern ""pet-nappers"" kidnap the woman to sell her on the GSM (Global Slave Market).",16.5381,/k6UZzTszSpIysEt3mk47U93iS0v.jpg,2006-05-17,False,False,4.5,31,,,,
False,/xcjJ5khg2yzOa282mza39Lbrm7j.jpg,"[27, 18]",9552,The Exorcist,en,The Exorcist,"When a mysterious entity possesses a young girl, her mother seeks the help of two Catholic priests to save her life.",13.1253,/5x0CeVHJI8tcDx8tUUwYHQSNILq.jpg,1973-12-26,False,False,7.745,8696,,,,
False,/qd4EKTuudkws9lW76Dn9C0tnuVA.jpg,"[878, 27]",536554,M3GAN,en,M3GAN,"A brilliant toy company roboticist uses artificial intelligence to develop M3GAN, a life-like doll programmed to emotionally bond with her newly orphaned niece. But when the doll's programming works too well, she becomes overprotective of her new friend with terrifying results.",12.3673,/d9nBoowhjiiYc4FBNtQkPY7c11H.jpg,2022-12-28,False,False,7.022,4865,,,,
False,,"[53, 18, 10749]",1706832,Picture This,en,Picture This,"A housewife, a dinner that isn't ready, a husband who won't. When he comes home late, drunk, and not alone - Margaret decides she is done performing.",12.4019,/4RRQZO2O0f2jiQaGqvEy8dh6sRV.jpg,2026-05-29,False,False,10.0,1,,,,
False,/kTrgxhRSj2sun89bDbnGCPBiey6.jpg,"[16, 10751, 35]",378236,The Emoji Movie,en,The Emoji Movie,"Gene, a multi-expressional emoji, sets out on a journey to become a normal emoji.",15.1036,/60bTx5z9zL1AqCjZ0gmWoRMJ6Bb.jpg,2017-07-23,False,False,5.38,3337,,,,
False,/uA8eSNAUUUyfHNIrG4h0zHxzt9W.jpg,[18],510,One Flew Over the Cuckoo's Nest,en,One Flew Over the Cuckoo's Nest,"A petty criminal fakes insanity to serve his sentence in a mental ward rather than prison. He soon finds himself as a leader to the other patients—and an enemy to the cruel, domineering nurse who runs the ward.",14.2018,/kjWsMh72V6d8KRLV4EOoSJLT1H7.jpg,1975-11-19,False,False,8.411,11524,,,,
False,,"[80, 35]",179549,Stop Thief!,en,Stop Thief!,"A lad from a butcher shop is carrying a tray laden with a roast or a leg of lamb. A hobo grabs it and runs. The boy gives chase, joined by dogs, as neighbors watch the spectacle. The hobo jumps into a large rain barrel, followed by the dogs.",12.4565,/wlyZMNzsJCGFDJaAwn6KPSdRNR7.jpg,1901-10-15,False,False,5.208,36,,,,
False,/gTghF8ardwJ48XLHkiapWk3ZmSo.jpg,"[80, 35]",107,Snatch,en,Snatch,"Unscrupulous boxing promoters, violent bookies, a Russian gangster, incompetent amateur robbers, and supposedly Jewish jewellers fight to track down a priceless stolen diamond.",13.036,/kJZoAHq1SLDdWjeNGtlHAnGpmFV.jpg,2000-09-01,False,False,7.825,10047,,,,
False,/fW4ZCoEZRBqLAJGFQ2g5AdAfPQR.jpg,"[10749, 10751, 16, 14]",10020,Beauty and the Beast,en,Beauty and the Beast,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",11.5778,/hUJ0UvQ5tgE2Z9WpfuduVSdiCiU.jpg,1991-10-22,False,False,7.727,10720,,,,
False,/qiBILuWhv7ipF0pxiEqIJdkQzj8.jpg,"[28, 18, 9648, 53]",2503,The Bourne Ultimatum,en,The Bourne Ultimatum,"Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar, an upgrade to Project Treadstone, in a series of newspaper columns. Information from the reporter stirs a new set of memories, and Bourne must finally uncover his dark past while dodging The Company's best efforts to eradicate him.",15.8453,/15rMz5MRXFp7CP4VxhjYw4y0FUn.jpg,2007-08-03,False,False,7.439,8413,,,,
False,/1R9ru4zffhORCcwepYpI3aWnyeI.jpg,"[16, 35]",195513,Guillaume Tell,fr,Guillaume Tell,,12.8369,/9QMaskVVkVkAXb7pUCsBkxHgoK8.jpg,1896-08-01,False,False,5.0,3,,,,
False,,"[18, 10751, 12]",1719356,Taxi,en,Taxi,"A man in his mid 50s becomes a Taxi driver to help pay for something, will he manage to?",10.4354,/zUjk2mOBHfVba4SJEV6SjRbIDB4.jpg,2026-07-26,False,False,0.0,0,,,,
False,/9VuhYWMM3oSwgPdDf5xoSqMBYz6.jpg,[18],1693595,The Beginning.,en,The Beginning.,An artist struggles to create a piece that resonates with her. Follow her along the journey.,15.6219,/fc5XL9nZdPp4WRTYsIGJMBZj6Ia.jpg,2026-05-12,False,False,0.0,0,,,,
False,,"[27, 35]",1696598,S4E9,en,S4E9,Characters in a children's horror TV show realize that their reality is not what it seems.,16.193,/zraujByHuQ6Sw1fGZF1hiZIXq7.jpg,2026-04-30,False,False,0.0,0,,,,
False,/bdmyvEdrmnj7J3RWaKXEOwYggRv.jpg,"[18, 53, 878]",39538,Contagion,en,Contagion,"As an epidemic of a lethal airborne virus - that kills within days - rapidly grows, the worldwide medical community races to find a cure and control the panic that spreads faster than the virus itself.",11.4904,/qL0IooP0bjXy0KXl9KEyPo22ll0.jpg,2011-09-08,False,False,6.649,6582,,,,
False,/6zKjoOOb3OZnZuiHtQZn4Kd69Gq.jpg,"[27, 53]",1197137,Black Phone 2,en,Black Phone 2,"Four years after defeating The Grabber, Finney Blake is struggling with life after captivity. When his younger sister Gwen begins receiving calls in her dreams from the Black Phone and seeing disturbing visions of three boys being stalked at a winter camp, the siblings become determined to solve the mystery and confront a killer who has grown more powerful in death and more significant to them than either could imagine.",13.3498,/gFddBLQ8wj9M9O82iPzgX5KVNHz.jpg,2025-10-15,False,False,6.695,1189,,,,
False,/swxhEJsAWms6X1fDZ4HdbvYBSf9.jpg,"[12, 35, 27]",1234731,Anaconda,en,Anaconda,"A group of friends facing mid-life crises head to the rainforest with the intention of remaking their favorite movie from their youth, only to find themselves in a fight for their lives against natural disasters, giant snakes and violent criminals.",13.4501,/hBxN6dwrANN1ic3a4G9x6JZcR3C.jpg,2025-12-24,False,False,5.883,1246,,,,
False,/owAe5rRStnX7ibVAPmza3NCXjCy.jpg,"[80, 18, 53]",23168,The Town,en,The Town,"Doug MacRay is a longtime thief, who, smarter than the rest of his crew, is looking for his chance to exit the game. When a bank job leads to the group kidnapping an attractive branch manager, he takes on the role of monitoring her – but their burgeoning relationship threatens to unveil the identities of Doug and his crew to the FBI Agent who is on their case.",12.069,/3NIzyXkfylsjflRKSz8Fts3lXzm.jpg,2010-09-15,False,False,7.2,5680,,,,
False,/gMItMzDOyrfQGZsMWRM9tdxq5cV.jpg,"[28, 27, 878]",1196067,Worldbreaker,en,Worldbreaker,"Five years ago, a tear in the fabric of reality brought creatures to our world from an alternate dimension bent on our destruction. A father hides his daughter on an island to keep her safe while he prepares her for survival and the battles to come. But when the world is about to break, no place is safe.",13.4921,/ahj1JU8r0uJv7QII5Uj7tKzbEsC.jpg,2025-10-30,False,False,6.006,231,,,,
False,/6ms6RdNcQUAnjBY26aM85xC2wV0.jpg,"[28, 53, 878]",7191,Cloverfield,en,Cloverfield,"Five young New Yorkers throw their friend a going-away party the night that a monster the size of a skyscraper descends upon the city. Told from the point of view of their video camera, the film is a document of their attempt to survive the most surreal, horrifying event of their lives.",12.7258,/qIegUGJqyMMCRjkKV1s7A9MqdJ8.jpg,2008-01-15,False,False,6.716,7870,,,,
False,/4HWAQu28e2yaWrtupFPGFkdNU7V.jpg,"[35, 80, 9648]",546554,Knives Out,en,Knives Out,"When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.",13.2292,/pThyQovXQrw2m0s9x82twj48Jq4.jpg,2019-11-27,False,False,7.841,14119,,,,
False,/fBvSfLetWlAMevQVHa0nBDV1Fon.jpg,"[28, 53]",1572,Die Hard: With a Vengeance,en,Die Hard: With a Vengeance,"New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration.",14.0649,/buqmCdFQEWwEpL3agGgg2GVjN2d.jpg,1995-05-19,False,False,7.282,6704,,,,
False,/kHJlXiwxcMAf9R934f0ncEBAMXg.jpg,"[10749, 18]",1252309,Tell Me What You Want,es,Pídeme lo que quieras,"After his father's death, Eric Zimmerman travels to Spain to oversee his company's branches. In Madrid, he falls for Judith and engage in an intense, erotic relationship full of exploration. However, Eric fears his secret may end their affair.",13.8618,/yZXYCiZQPB7Ui6D5206W1zDKv8P.jpg,2024-11-29,False,False,6.138,297,,,,
False,/j5L5e211nYRd8DiLNDXbeGUsx7D.jpg,"[28, 80, 53]",1421155,Ikatan Darah,id,Ikatan Darah,"A former martial arts athlete must face a network of loan sharks to save her younger brother, who is trapped in online gambling debt and risking their family’s safety.",13.2476,/lF9amilOGIudUIq6NgDnz2YrPPa.jpg,2026-04-30,False,False,6.8,5,,,,
False,/gFGLwUBhVrq0bq4j9DU08xQDRU2.jpg,"[878, 53, 28]",9693,Children of Men,en,Children of Men,"In 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind.",12.0911,/k9IAS4TehZFcKi4HVByxZNPfqex.jpg,2006-09-22,False,False,7.613,7899,,,,
False,/bNiBuekwqwNKFGSqlJRDZIF4ADB.jpg,"[10402, 35]",2005,Sister Act,en,Sister Act,"When lively lounge singer Deloris sees her mobster beau commit murder, she is relocated for her protection. Set up in the guise of a nun in a California convent, she proceeds to upend the quiet lives of the resident sisters.",13.5411,/xZvVSZ0RTxIjblLV87vs7ADM12m.jpg,1992-05-28,False,False,6.83,3461,,,,
False,,[53],1657333,Bad Trip,pt,Bad Trip,,15.7151,/2lE23SbhyN1TIfBN2Vdk7GkuIH6.jpg,2025-12-12,False,False,10.0,2,,,,
False,/aDNIGIC0zZqRomV23qU5lVMlV7d.jpg,"[27, 53]",1710219,Left Behind,en,Left Behind,"After her brother's disappearance, a young girl is left alone in the woods with a strange reappearing doll as her only company. As increasingly disturbing events unfold around her, she begins to suspect the doll is not as innocent as it seems.",10.2573,/kQDHKr7aJcLbVnLHNesnOmt0kjj.jpg,2023-12-15,False,False,10.0,1,,,,
False,/abwxHfymXGAbbH3lo9PDEJEfvtW.jpg,"[12, 28, 878]",1894,Star Wars: Episode II - Attack of the Clones,en,Star Wars: Episode II - Attack of the Clones,"Following an assassination attempt on Senator Padmé Amidala, Jedi Knights Anakin Skywalker and Obi-Wan Kenobi investigate a mysterious plot into the heart of the Separatist movement and the beginning of the Clone Wars.",13.0506,/oZNPzxqM2s5DyVWab09NTQScDQt.jpg,2002-05-15,False,False,6.595,14423,,,,
False,/b96OdaJce7Zu70NYe8vmlfOQUUN.jpg,"[878, 28, 53]",346910,The Predator,en,The Predator,"When a young boy accidentally triggers the universe's most lethal hunters' return to Earth, only a ragtag crew of ex-soldiers and a disgruntled scientist can prevent the end of the human race.",13.0025,/a3eWGF6YPF7No5Rbtjc8QpDvz7l.jpg,2018-09-05,False,False,5.624,5172,,,,
False,/tOqIwliWMovSIZ9DyvHcHI7p2im.jpg,"[28, 12, 18]",558449,Gladiator II,en,Gladiator II,"Years after witnessing the death of the revered hero Maximus at the hands of his uncle, Lucius is forced to enter the Colosseum after his home is conquered by the tyrannical Emperors who now lead Rome with an iron fist. With rage in his heart and the future of the Empire at stake, Lucius must look to his past to find strength and honor to return the glory of Rome to its people.",12.9736,/2cxhvwyEwRlysAmRH4iodkvo0z5.jpg,2024-11-13,False,False,6.609,4508,,,,
False,/AfyuI3glMCBDFmNPj9PY6DwbgGp.jpg,"[16, 878, 18, 14]",18491,Neon Genesis Evangelion: The End of Evangelion,ja,新世紀エヴァンゲリオン劇場版 Air／まごころを、君に,"SEELE orders an all-out attack on NERV, aiming to destroy the Evas before Gendo can advance his own plans for the Human Instrumentality Project. Shinji is pushed to the limits of his sanity as he is forced to decide the fate of humanity.",12.4182,/j6G24dqI4WgUtChhWjfnI4lnmiK.jpg,1997-07-19,False,False,8.3,1874,,,,
False,/83H0C66AcvkwpG2738VCTHMY9uv.jpg,"[28, 12, 878]",505642,Black Panther: Wakanda Forever,en,Black Panther: Wakanda Forever,"Queen Ramonda, Shuri, M’Baku, Okoye and the Dora Milaje fight to protect their nation from intervening world powers in the wake of King T’Challa’s death.  As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia and Everett Ross and forge a new path for the kingdom of Wakanda.",12.5782,/sv1xJUazXeYqALzczSZ3O6nkH75.jpg,2022-11-09,False,False,7.005,7529,,,,
False,/ffQFnAUm2Uu4RU0nijpjPRf9TBT.jpg,"[18, 10749]",843,In the Mood for Love,cn,花樣年華,"In 1960s Hong Kong, two neighbors form an intimate bond after making a discovery about their spouses in this visually stunning tale of unrequited love.",12.2653,/iYypPT4bhqXfq1b6EnmxvRt6b2Y.jpg,2000-09-29,False,False,8.086,3285,,,,
False,/qGZXYHvWR1TYOU9raCaEABrj9m7.jpg,"[16, 10751, 14]",10144,The Little Mermaid,en,The Little Mermaid,This colorful adventure tells the story of an impetuous mermaid princess named Ariel who falls in love with the very human Prince Eric and puts everything on the line for the chance to be with him. Memorable songs and characters -- including the villainous sea witch Ursula.,13.011,/plcZXvI310FkbwIptvd6rqk63LP.jpg,1989-11-17,False,False,7.351,8437,,,,
False,/rsPjEr7o02mo8ex6wD2PbRwasUe.jpg,"[53, 878, 27]",2675,Signs,en,Signs,A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.,12.3846,/YtrIdrTxpRhvCnlw43dwOjfLqx.jpg,2002-08-02,False,False,6.719,6352,,,,
False,/f9Atch0jlzcOT9RbF8UccqfNOpd.jpg,"[80, 53]",800158,The Killer,en,The Killer,"After a fateful miss, an assassin battles his employers, and himself, on an international manhunt he insists isn't personal.",12.6647,/ipkcgvN7h3yZnbYowthloHLKsf4.jpg,2023-10-25,False,False,6.577,2856,,,,
False,/2VDV1ZBHV1PKKBcWjRRCydZO1YR.jpg,"[53, 9648, 27]",1433568,The Rope Curse 4: Kuntilanak,zh,粽邪4：坤蒂拉娜,"A forbidden exorcism is livestreamed in Indonesia, awakening the legendary female spirit Kuntilanak. What begins as an online spectacle quickly turns deadly. In Taiwan, Mila watches the ritual—and becomes the curse’s first victim. Soon, mysterious deaths and violent possessions follow. When Yulan collapses and is found to have lost part of her soul, it becomes clear that this is not an isolated incident, but a transnational curse. Seeking answers, Mila’s son returns her ashes to Indonesia, hoping to uncover the truth behind her death. Instead, he steps into a nightmare rooted in ancient folklore and unresolved hatred. As supernatural violence escalates, the group realizes that once Kuntilanak is summoned, the curse will not stop—until it claims everything in its path.",13.0751,/tOZB3OFrxAxPkcJ5AE5S01I0udt.jpg,2026-08-27,False,False,0.0,0,,,,
False,/4kix6fAblJIH6eMs0Ku2loyZJXK.jpg,"[28, 53, 878]",679,Aliens,en,Aliens,"Ripley, the sole survivor of the Nostromo's deadly encounter with the monstrous Alien, returns to Earth after drifting through space in hypersleep for 57 years. Although her story is initially met with skepticism, she agrees to accompany a team of Colonial Marines back to LV-426.",13.6687,/r1x5JGpyqZU8PYhbs4UcrO1Xb6x.jpg,1986-07-18,False,False,7.965,10930,,,,
False,/xuLA0pii2IMJW2puT7EvJtgpg0H.jpg,"[28, 12, 10751, 35]",675353,Sonic the Hedgehog 2,en,Sonic the Hedgehog 2,"After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.",14.1416,/6DrHO1jr3qVrViUO6s6kFiAGM7.jpg,2022-03-30,False,False,7.427,5904,,,,
False,/qAzYK4YPSWDc7aa4R43LcwRIAyb.jpg,"[28, 12, 878]",299537,Captain Marvel,en,Captain Marvel,"The story follows Carol Danvers as she becomes one of the universe’s most powerful heroes when Earth is caught in the middle of a galactic war between two alien races. Set in the 1990s, Captain Marvel is an all-new adventure from a previously unseen period in the history of the Marvel Cinematic Universe.",13.1472,/AtsgWhDnHTq68L0lLsUrCnM7TjG.jpg,2019-03-06,False,False,6.78,16822,,,,
False,/2vFuG6bWGyQUzYS9d69E5l85nIz.jpg,"[878, 12, 28]",667538,Transformers: Rise of the Beasts,en,Transformers: Rise of the Beasts,"When a new threat capable of destroying the entire planet emerges, Optimus Prime and the Autobots must team up with a powerful faction known as the Maximals. With the fate of humanity hanging in the balance, humans Noah and Elena will do whatever it takes to help the Transformers as they engage in the ultimate battle to save Earth.",12.9515,/gPbM0MK8CP8A174rmUwGsADNYKD.jpg,2023-06-06,False,False,7.2,5309,,,,
False,/iFaWUETEE2umP1WY0LUAmjSpzm7.jpg,"[28, 35, 18, 53]",787,Mr. & Mrs. Smith,en,Mr. & Mrs. Smith,"A husband and wife struggle to keep their marriage alive until they realize they are both secretly working as assassins. Now, their respective assignments require them to kill each other.",13.5322,/kjD700RtyhveN3ZbOnSvUSne0Qj.jpg,2005-06-07,False,False,6.695,11283,,,,
False,/b9diKSmofRcgjbUxDrSPms82yAN.jpg,[18],9769,Lolita,en,Lolita,"Humbert Humbert is a middle-aged British novelist who is both appalled by and attracted to the vulgarity of American culture. When he comes to stay at the boarding house run by Charlotte Haze, he soon becomes obsessed with Lolita, the woman's teenaged daughter.",12.3124,/9INcC14WZjCMKGE360VXmklCLdZ.jpg,1997-09-27,False,False,7.116,1983,,,,
False,/uvitbjFU4JqvMwIkMWHp69bmUzG.jpg,"[18, 80]",598,City of God,pt,Cidade de Deus,"In the poverty-stricken favelas of Rio de Janeiro in the 1970s, two young men choose different paths. Rocket is a budding photographer who documents the increasing drug-related violence of his neighborhood, while José “Zé” Pequeno is an ambitious drug dealer diving into a dangerous life of crime.",13.0755,/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg,2002-08-30,False,False,8.428,8245,,,,
False,/oXx1QZzeF5V3HMQ11q6WCkA2pQh.jpg,"[28, 16, 35, 80, 10751]",629542,The Bad Guys,en,The Bad Guys,"When the Bad Guys, a crew of criminal animals, are finally caught after years of heists and being the world’s most-wanted villains, Mr. Wolf brokers a deal to save them all from prison.",13.025,/7qop80YfuO0BwJa1uXk1DXUUEwv.jpg,2022-03-17,False,False,7.525,2586,,,,
False,/9UAKA6ceZi6TgQwTAAMt7DWwYPI.jpg,[18],7345,There Will Be Blood,en,There Will Be Blood,"Ruthless silver miner, turned oil prospector, Daniel Plainview, moves to oil-rich California. Using his son to project a trustworthy, family-man image, Plainview cons local landowners into selling him their valuable properties for a pittance. However, local preacher Eli Sunday suspects Plainview's motives and intentions, starting a slow-burning feud that threatens both their lives.",13.8445,/fa0RDkAlCec0STeMNAhPaF89q6U.jpg,2007-12-26,False,False,8.074,7506,,,,
False,/fa03pD2qYmms4ZMgAv7PMqfFiGO.jpg,[18],9475,Scent of a Woman,en,Scent of a Woman,"Charlie Simms is a student at a private preparatory school who comes from a poor family. To earn the money for his flight home to Gresham, Oregon for Christmas, Charlie takes a job over Thanksgiving looking after retired U.S. Army officer Lieutenant Colonel Frank Slade, a cantankerous middle-aged man who lives with his niece and her family.",13.2678,/4adI7IaveWb7EidYXfLb3MK3CgO.jpg,1992-12-23,False,False,7.8,3974,,,,
